"pop","No.Inflorescences.plant","Inflorescence.length..cm.","Emerg_per","Aver_w","latitude","longitude","metaPop","popSize","pH","organic.matter","Al","Ca","Fe","K","Mg","P","S","Si","Zn","PO3","NO3","NH4"
"KOHKA",1,54,95,0.00092,52.35,8.047,"West_Ger",2000,6.2,7.575,18.205,27486.5,1.64,1060.185,1706.485,0.27,614.22,233.69,1.76,0.245,277.13,105.67
"KOHKA",1,60,89.47368421,0.001335,52.35,8.047,"West_Ger",2000,6.2,7.575,18.205,27486.5,1.64,1060.185,1706.485,0.27,614.22,233.69,1.76,0.245,277.13,105.67
"KOHKA",1,59,95,0.001065,52.35,8.047,"West_Ger",2000,6.2,7.575,18.205,27486.5,1.64,1060.185,1706.485,0.27,614.22,233.69,1.76,0.245,277.13,105.67
"KOHKA",1,53,90,0.000945,52.35,8.047,"West_Ger",2000,6.2,7.575,18.205,27486.5,1.64,1060.185,1706.485,0.27,614.22,233.69,1.76,0.245,277.13,105.67
"KOHKA",1,45,75,0.00137,52.35,8.047,"West_Ger",2000,6.2,7.575,18.205,27486.5,1.64,1060.185,1706.485,0.27,614.22,233.69,1.76,0.245,277.13,105.67
"KOHKA",1,48,100,0.001075,52.35,8.047,"West_Ger",2000,6.2,7.575,18.205,27486.5,1.64,1060.185,1706.485,0.27,614.22,233.69,1.76,0.245,277.13,105.67
"KOHKA",1,57,95,0.00136,52.35,8.047,"West_Ger",2000,6.2,7.575,18.205,27486.5,1.64,1060.185,1706.485,0.27,614.22,233.69,1.76,0.245,277.13,105.67
"KOHKA",1,40,45,0.00157,52.35,8.047,"West_Ger",2000,6.2,7.575,18.205,27486.5,1.64,1060.185,1706.485,0.27,614.22,233.69,1.76,0.245,277.13,105.67
"KOHKA",1,43,20,0.000515,52.35,8.047,"West_Ger",2000,6.2,7.575,18.205,27486.5,1.64,1060.185,1706.485,0.27,614.22,233.69,1.76,0.245,277.13,105.67
"MAUJA",1,60,100,0.001785,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,42,75,0.001285,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,37,55,0.001405,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,62,60,0.001375,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,60,95,0.00149,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,62,100,0.00156,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,60,90,0.00124,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,61,95,0.00182,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,60,90,0.00184,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,60,85,0.00121,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",2,60,100,0.001335,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,57,85,0.00142,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,48,85,0.00162,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,52,100,0.00125,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,69,95,0.001385,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,66,80,0.0014,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,73,100,0.00115,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,72,65,0.00133,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,51,95,0.00142,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MAUJA",1,40,95,0.001455,53.093,11.04,"North_Ger",5000,5.76,62.385,24.73,28980.29,3.625,850.84,2503.45,0,776.985,218.75,0.73,0.31,63.735,129.15
"MIDDA",1,70,90,0.00162,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",1,45,90,0.00121,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",1,50,70,0.00115,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",2,52,70,0.0012,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",1,70,94.73684211,0.00142,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",1,75,85,0.00142,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",1,65,90,0.00135,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",1,78,95,0.00162,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",1,70,85,0.00159,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",1,70,55,0.00128,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",1,70,95,0.00155,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",1,65,85,0.00107,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",1,70,100,0.00142,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",1,70,90,0.00132,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",1,70,95,0.001465,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",1,70,100,0.001265,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",1,50,40,0.001135,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"MIDDA",1,55,95,0.00119,52.025,6.077,"NL",1274,5.35,11.475,31.75,25540.915,3.565,267.21,3698.12,0.22,1189.13,399.625,7.605,0,117.12,133.635
"ULVEN",1,50,100,0.001475,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",1,40,100,0.00134,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",1,44,95,0.002175,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",1,44,100,0.0018,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",1,48,100,0.00149,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",1,50,90,0.002025,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",1,58,100,0.00195,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",1,42,100,0.001365,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",1,45,70,0.00155,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",1,55,95,0.001585,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",2,35,95,0.00131,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",1,45,95,0.00131,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",1,67,95,0.001415,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",3,70,75,0.001475,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",1,61,75,0.001475,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",1,73,75,0.001475,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",1,55,100,0.001585,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"ULVEN",1,69,90,0.001495,51.555,4.806,"NL",133,4.585,5.925,102.17,9320.735,3.24,166.065,1199.945,0.24,124.855,98.31,42.995,0.27,800.39,500.145
"URFTT",1,33,65,0.000695,50.512,6.602,"Eifel",50,6.66,7.535,34.87,17044.695,0,164.53,11045.21,1.06,43.385,191.035,0.315,0,600.545,6.835
"URFTT",1,47,70,0.00114,50.512,6.602,"Eifel",50,6.66,7.535,34.87,17044.695,0,164.53,11045.21,1.06,43.385,191.035,0.315,0,600.545,6.835
"URFTT",1,52,90,0.00165,50.512,6.602,"Eifel",50,6.66,7.535,34.87,17044.695,0,164.53,11045.21,1.06,43.385,191.035,0.315,0,600.545,6.835
"URFTT",1,50,95,0.001185,50.512,6.602,"Eifel",50,6.66,7.535,34.87,17044.695,0,164.53,11045.21,1.06,43.385,191.035,0.315,0,600.545,6.835
"URFTT",1,47,90,0.000695,50.512,6.602,"Eifel",50,6.66,7.535,34.87,17044.695,0,164.53,11045.21,1.06,43.385,191.035,0.315,0,600.545,6.835
"URFTT",1,42,30,5e-04,50.512,6.602,"Eifel",50,6.66,7.535,34.87,17044.695,0,164.53,11045.21,1.06,43.385,191.035,0.315,0,600.545,6.835
"URFTT",1,68,20,0.000385,50.512,6.602,"Eifel",50,6.66,7.535,34.87,17044.695,0,164.53,11045.21,1.06,43.385,191.035,0.315,0,600.545,6.835
"VIRTO",1,48,90,0.000975,49.612,5.5,"South_Bel",2500,5.135,6.495,30.59,20468.22,3.79,488.28,472.02,0.55,493.68,94.48,6.15,0,388.02,222.26
"VIRTO",1,57,5,0.00152,49.612,5.5,"South_Bel",2500,5.135,6.495,30.59,20468.22,3.79,488.28,472.02,0.55,493.68,94.48,6.15,0,388.02,222.26
"VIRTO",1,63,90,0.001725,49.612,5.5,"South_Bel",2500,5.135,6.495,30.59,20468.22,3.79,488.28,472.02,0.55,493.68,94.48,6.15,0,388.02,222.26
"VIRTO",1,51,100,0.00121,49.612,5.5,"South_Bel",2500,5.135,6.495,30.59,20468.22,3.79,488.28,472.02,0.55,493.68,94.48,6.15,0,388.02,222.26
"VIRTO",1,47,100,0.001435,49.612,5.5,"South_Bel",2500,5.135,6.495,30.59,20468.22,3.79,488.28,472.02,0.55,493.68,94.48,6.15,0,388.02,222.26
"VIRTO",1,56,55,0.00133,49.612,5.5,"South_Bel",2500,5.135,6.495,30.59,20468.22,3.79,488.28,472.02,0.55,493.68,94.48,6.15,0,388.02,222.26
"VIRTO",1,53,90,0.0016,49.612,5.5,"South_Bel",2500,5.135,6.495,30.59,20468.22,3.79,488.28,472.02,0.55,493.68,94.48,6.15,0,388.02,222.26
"VIRTO",1,64,95,0.00162,49.612,5.5,"South_Bel",2500,5.135,6.495,30.59,20468.22,3.79,488.28,472.02,0.55,493.68,94.48,6.15,0,388.02,222.26
"VIRTO",1,58,90,0.00153,49.612,5.5,"South_Bel",2500,5.135,6.495,30.59,20468.22,3.79,488.28,472.02,0.55,493.68,94.48,6.15,0,388.02,222.26
"VIRTO",1,49,95,0.00118,49.612,5.5,"South_Bel",2500,5.135,6.495,30.59,20468.22,3.79,488.28,472.02,0.55,493.68,94.48,6.15,0,388.02,222.26
"WIJBO",1,65,60,0.000885,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,57,95,0.00129,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,66,95,0.001185,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,60,68.42105263,0.00143,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,51,80,0.00141,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,65,10,0.00125,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,69,60,0.000745,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,62,45,0.00172,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,70,55,0.00151,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,50,70,0.001505,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,60,40,0.002035,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,56,100,0.000665,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,69,90,0.00136,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,73,NA,0.00134,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,68,NA,0.00113,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,72,NA,0.00121,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,69,NA,0.00111,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,45,NA,0.0014,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,64,NA,0.00126,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,68,NA,0.00133,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,59,NA,0.00145,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,65,NA,0.00129,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",2,62,NA,0.00141,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,58,NA,0.00109,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,46,NA,0.00124,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,65,NA,0.00102,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,71,NA,0.00143,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,71,NA,0.00136,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",2,55,NA,0.00139,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,69,NA,0.0013,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,49,NA,0.00129,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,57,NA,0.00132,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
"WIJBO",1,76,NA,0.00135,51.634,5.472,"NL",270,5.705,5.1825,19.815,28586.1125,5.68,189.1525,2848.4575,0,285.02,181.6925,4.425,0,213.215,31.1425
